	Name	Year_	Month	Day	date_time	Latitude	Longitude	Maximum_sustained_wind_in_knots	Minimum_Pressure_in_millibars
52269	LAURA	2020	8	20	2020-08-20 00:00:00	14.4	-47.3	30.0	1008.0
52270	LAURA	2020	8	20	2020-08-20 06:00:00	15.4	-49.6	30.0	1008.0
52271	LAURA	2020	8	20	2020-08-20 12:00:00	16.1	-51.6	30.0	1008.0
52272	LAURA	2020	8	20	2020-08-20 18:00:00	16.6	-53.4	30.0	1008.0
52273	LAURA	2020	8	21	2020-08-21 00:00:00	16.8	-55.5	30.0	1008.0
52274	LAURA	2020	8	21	2020-08-21 06:00:00	16.9	-57.5	30.0	1008.0
52275	LAURA	2020	8	21	2020-08-21 12:00:00	17.0	-59.4	40.0	1008.0
52276	LAURA	2020	8	21	2020-08-21 18:00:00	17.1	-61.1	40.0	1007.0
52277	LAURA	2020	8	21	2020-08-21 20:30:00	17.1	-61.8	40.0	1007.0
52278	LAURA	2020	8	21	2020-08-21 23:30:00	17.1	-62.6	40.0	1007.0
52279	LAURA	2020	8	22	2020-08-22 00:00:00	17.1	-62.8	40.0	1007.0
52280	LAURA	2020	8	22	2020-08-22 06:00:00	17.4	-64.4	40.0	1007.0
52281	LAURA	2020	8	22	2020-08-22 12:00:00	17.7	-65.9	45.0	1006.0
52282	LAURA	2020	8	22	2020-08-22 18:00:00	17.9	-67.4	45.0	1004.0
52283	LAURA	2020	8	23	2020-08-23 00:00:00	18.2	-68.8	45.0	1004.0
52284	LAURA	2020	8	23	2020-08-23 04:30:00	18.4	-70.0	45.0	1004.0
52285	LAURA	2020	8	23	2020-08-23 06:00:00	18.5	-70.3	45.0	1004.0
52286	LAURA	2020	8	23	2020-08-23 12:00:00	18.8	-72.3	45.0	1004.0
52287	LAURA	2020	8	23	2020-08-23 18:00:00	19.4	-74.3	55.0	1002.0
52288	LAURA	2020	8	24	2020-08-24 00:00:00	19.8	-76.0	55.0	1000.0
52289	LAURA	2020	8	24	2020-08-24 02:00:00	20.0	-76.6	55.0	1000.0
52290	LAURA	2020	8	24	2020-08-24 06:00:00	20.2	-77.8	50.0	1000.0
52291	LAURA	2020	8	24	2020-08-24 12:00:00	20.8	-79.7	50.0	1002.0
52292	LAURA	2020	8	24	2020-08-24 18:00:00	21.5	-81.5	50.0	1001.0
52293	LAURA	2020	8	25	2020-08-25 00:00:00	22.3	-83.3	55.0	998.0
52294	LAURA	2020	8	25	2020-08-25 06:00:00	22.8	-84.8	60.0	995.0
52295	LAURA	2020	8	25	2020-08-25 12:00:00	23.4	-86.2	65.0	990.0
52296	LAURA	2020	8	25	2020-08-25 18:00:00	24.1	-87.5	70.0	990.0
52297	LAURA	2020	8	26	2020-08-26 00:00:00	24.9	-88.9	75.0	983.0
52298	LAURA	2020	8	26	2020-08-26 06:00:00	25.6	-90.2	90.0	978.0
52299	LAURA	2020	8	26	2020-08-26 12:00:00	26.4	-91.4	100.0	963.0
52300	LAURA	2020	8	26	2020-08-26 18:00:00	27.3	-92.5	120.0	952.0
52301	LAURA	2020	8	27	2020-08-27 00:00:00	28.5	-93.0	130.0	937.0
52302	LAURA	2020	8	27	2020-08-27 06:00:00	29.8	-93.3	130.0	939.0
52303	LAURA	2020	8	27	2020-08-27 12:00:00	31.2	-93.3	85.0	970.0
52304	LAURA	2020	8	27	2020-08-27 18:00:00	32.8	-92.9	55.0	988.0
52305	LAURA	2020	8	28	2020-08-28 00:00:00	34.4	-92.5	35.0	993.0
52306	LAURA	2020	8	28	2020-08-28 06:00:00	35.4	-92.0	25.0	998.0
52307	LAURA	2020	8	28	2020-08-28 12:00:00	36.1	-91.2	25.0	1000.0
52308	LAURA	2020	8	28	2020-08-28 18:00:00	37.0	-90.0	25.0	1003.0
52309	LAURA	2020	8	29	2020-08-29 00:00:00	37.5	-88.0	25.0	1004.0
52310	LAURA	2020	8	29	2020-08-29 06:00:00	38.3	-84.8	20.0	1004.0
