	Name	Year_	Month	Day	date_time	Latitude	Longitude	Maximum_sustained_wind_in_knots	Minimum_Pressure_in_millibars
52372	PAULETTE	2020	9	7	2020-09-07 00:00:00	16.9	-41.3	30.0	1006.0
52373	PAULETTE	2020	9	7	2020-09-07 06:00:00	17.0	-41.8	30.0	1006.0
52374	PAULETTE	2020	9	7	2020-09-07 12:00:00	17.1	-42.1	35.0	1005.0
52375	PAULETTE	2020	9	7	2020-09-07 18:00:00	17.3	-42.3	35.0	1005.0
52376	PAULETTE	2020	9	8	2020-09-08 00:00:00	17.6	-42.4	40.0	1004.0
52377	PAULETTE	2020	9	8	2020-09-08 06:00:00	17.9	-42.6	45.0	1000.0
52378	PAULETTE	2020	9	8	2020-09-08 12:00:00	18.3	-43.0	50.0	997.0
52379	PAULETTE	2020	9	8	2020-09-08 18:00:00	18.6	-43.7	50.0	997.0
52380	PAULETTE	2020	9	9	2020-09-09 00:00:00	18.9	-44.5	50.0	997.0
52381	PAULETTE	2020	9	9	2020-09-09 06:00:00	19.2	-45.2	50.0	997.0
52382	PAULETTE	2020	9	9	2020-09-09 12:00:00	19.6	-46.0	50.0	996.0
52383	PAULETTE	2020	9	9	2020-09-09 18:00:00	20.0	-46.8	50.0	996.0
52384	PAULETTE	2020	9	10	2020-09-10 00:00:00	20.4	-47.6	50.0	996.0
52385	PAULETTE	2020	9	10	2020-09-10 06:00:00	20.8	-48.3	50.0	996.0
52386	PAULETTE	2020	9	10	2020-09-10 12:00:00	21.3	-48.9	45.0	998.0
52387	PAULETTE	2020	9	10	2020-09-10 18:00:00	21.8	-49.6	45.0	998.0
52388	PAULETTE	2020	9	11	2020-09-11 00:00:00	22.3	-50.3	50.0	994.0
52389	PAULETTE	2020	9	11	2020-09-11 06:00:00	22.8	-51.1	55.0	991.0
52390	PAULETTE	2020	9	11	2020-09-11 12:00:00	23.4	-52.1	55.0	990.0
52391	PAULETTE	2020	9	11	2020-09-11 18:00:00	24.3	-53.1	55.0	989.0
52392	PAULETTE	2020	9	12	2020-09-12 00:00:00	25.4	-54.3	60.0	987.0
52393	PAULETTE	2020	9	12	2020-09-12 06:00:00	26.4	-55.6	60.0	986.0
52394	PAULETTE	2020	9	12	2020-09-12 12:00:00	27.3	-56.7	60.0	985.0
52395	PAULETTE	2020	9	12	2020-09-12 18:00:00	28.0	-57.8	60.0	984.0
52396	PAULETTE	2020	9	13	2020-09-13 00:00:00	28.6	-59.1	65.0	981.0
52397	PAULETTE	2020	9	13	2020-09-13 06:00:00	29.1	-60.3	65.0	980.0
52398	PAULETTE	2020	9	13	2020-09-13 12:00:00	29.6	-61.4	70.0	976.0
52399	PAULETTE	2020	9	13	2020-09-13 18:00:00	30.2	-62.6	75.0	974.0
52400	PAULETTE	2020	9	14	2020-09-14 00:00:00	30.9	-63.6	75.0	974.0
52401	PAULETTE	2020	9	14	2020-09-14 06:00:00	31.8	-64.4	80.0	973.0
52402	PAULETTE	2020	9	14	2020-09-14 08:50:00	32.3	-64.7	85.0	971.0
52403	PAULETTE	2020	9	14	2020-09-14 12:00:00	32.9	-64.9	85.0	968.0
52404	PAULETTE	2020	9	14	2020-09-14 18:00:00	33.9	-64.4	90.0	965.0
52405	PAULETTE	2020	9	15	2020-09-15 00:00:00	35.1	-63.3	90.0	965.0
52406	PAULETTE	2020	9	15	2020-09-15 06:00:00	36.3	-62.0	90.0	965.0
52407	PAULETTE	2020	9	15	2020-09-15 12:00:00	37.6	-59.5	90.0	965.0
52408	PAULETTE	2020	9	15	2020-09-15 18:00:00	38.7	-56.7	85.0	966.0
52409	PAULETTE	2020	9	16	2020-09-16 00:00:00	40.0	-54.0	85.0	966.0
52410	PAULETTE	2020	9	16	2020-09-16 06:00:00	41.2	-50.8	80.0	968.0
52411	PAULETTE	2020	9	16	2020-09-16 12:00:00	42.6	-46.9	75.0	973.0
52412	PAULETTE	2020	9	16	2020-09-16 18:00:00	44.3	-43.1	70.0	974.0
52413	PAULETTE	2020	9	17	2020-09-17 00:00:00	45.9	-39.3	65.0	975.0
52414	PAULETTE	2020	9	17	2020-09-17 06:00:00	47.0	-36.5	60.0	977.0
52415	PAULETTE	2020	9	17	2020-09-17 12:00:00	47.0	-34.5	55.0	979.0
52416	PAULETTE	2020	9	17	2020-09-17 18:00:00	46.6	-33.0	50.0	982.0
52417	PAULETTE	2020	9	18	2020-09-18 00:00:00	46.0	-31.8	45.0	986.0
52418	PAULETTE	2020	9	18	2020-09-18 06:00:00	44.6	-31.4	45.0	989.0
52419	PAULETTE	2020	9	18	2020-09-18 12:00:00	42.8	-31.3	40.0	997.0
52420	PAULETTE	2020	9	18	2020-09-18 18:00:00	41.0	-31.2	40.0	999.0
52421	PAULETTE	2020	9	19	2020-09-19 00:00:00	39.1	-31.1	40.0	1002.0
52422	PAULETTE	2020	9	19	2020-09-19 06:00:00	37.7	-31.1	40.0	1002.0
52423	PAULETTE	2020	9	19	2020-09-19 12:00:00	36.5	-30.5	40.0	1006.0
52424	PAULETTE	2020	9	19	2020-09-19 18:00:00	35.9	-29.8	35.0	1008.0
52425	PAULETTE	2020	9	20	2020-09-20 00:00:00	35.7	-29.5	35.0	1008.0
52426	PAULETTE	2020	9	20	2020-09-20 06:00:00	35.5	-29.4	35.0	1008.0
52427	PAULETTE	2020	9	20	2020-09-20 12:00:00	35.1	-29.7	35.0	1008.0
52428	PAULETTE	2020	9	20	2020-09-20 18:00:00	34.7	-30.6	35.0	1008.0
52429	PAULETTE	2020	9	21	2020-09-21 00:00:00	34.1	-31.2	35.0	1008.0
52430	PAULETTE	2020	9	21	2020-09-21 06:00:00	33.3	-31.2	35.0	1008.0
52431	PAULETTE	2020	9	21	2020-09-21 12:00:00	32.9	-29.8	35.0	1008.0
52432	PAULETTE	2020	9	21	2020-09-21 18:00:00	33.3	-28.1	40.0	1008.0
52433	PAULETTE	2020	9	22	2020-09-22 00:00:00	33.8	-26.3	50.0	1004.0
52434	PAULETTE	2020	9	22	2020-09-22 06:00:00	34.5	-24.6	50.0	1002.0
52435	PAULETTE	2020	9	22	2020-09-22 12:00:00	34.8	-23.1	40.0	1004.0
52436	PAULETTE	2020	9	22	2020-09-22 18:00:00	34.7	-21.8	35.0	1006.0
52437	PAULETTE	2020	9	23	2020-09-23 00:00:00	34.8	-20.5	35.0	1006.0
52438	PAULETTE	2020	9	23	2020-09-23 06:00:00	35.0	-19.2	40.0	1006.0
52439	PAULETTE	2020	9	23	2020-09-23 12:00:00	35.6	-18.1	45.0	1003.0
52440	PAULETTE	2020	9	23	2020-09-23 18:00:00	36.2	-17.2	45.0	1003.0
52441	PAULETTE	2020	9	24	2020-09-24 00:00:00	36.2	-16.7	40.0	1008.0
52442	PAULETTE	2020	9	24	2020-09-24 06:00:00	35.9	-16.6	35.0	1010.0
52443	PAULETTE	2020	9	24	2020-09-24 12:00:00	35.4	-17.2	35.0	1012.0
52444	PAULETTE	2020	9	24	2020-09-24 18:00:00	34.6	-18.4	35.0	1013.0
52445	PAULETTE	2020	9	25	2020-09-25 00:00:00	33.7	-19.8	35.0	1016.0
52446	PAULETTE	2020	9	25	2020-09-25 06:00:00	33.4	-21.4	30.0	1017.0
52447	PAULETTE	2020	9	25	2020-09-25 12:00:00	33.0	-23.2	30.0	1017.0
52448	PAULETTE	2020	9	25	2020-09-25 18:00:00	33.0	-25.1	30.0	1017.0
52449	PAULETTE	2020	9	26	2020-09-26 00:00:00	33.2	-26.8	30.0	1017.0
52450	PAULETTE	2020	9	26	2020-09-26 06:00:00	33.7	-28.4	25.0	1017.0
52451	PAULETTE	2020	9	26	2020-09-26 12:00:00	34.6	-29.5	25.0	1017.0
52452	PAULETTE	2020	9	26	2020-09-26 18:00:00	35.4	-30.2	25.0	1017.0
52453	PAULETTE	2020	9	27	2020-09-27 00:00:00	36.3	-30.3	25.0	1017.0
52454	PAULETTE	2020	9	27	2020-09-27 06:00:00	36.7	-29.5	25.0	1017.0
52455	PAULETTE	2020	9	27	2020-09-27 12:00:00	37.0	-28.4	25.0	1017.0
52456	PAULETTE	2020	9	27	2020-09-27 18:00:00	36.9	-27.3	20.0	1018.0
52457	PAULETTE	2020	9	28	2020-09-28 00:00:00	36.8	-26.4	20.0	1018.0
52458	PAULETTE	2020	9	28	2020-09-28 06:00:00	36.5	-25.8	20.0	1018.0
52459	PAULETTE	2020	9	28	2020-09-28 12:00:00	36.1	-25.5	20.0	1018.0
