	Name	Year_	Month	Day	date_time	Latitude	Longitude	Maximum_sustained_wind_in_knots	Minimum_Pressure_in_millibars
52086	DOLLY	2020	6	22	2020-06-22 06:00:00	38.6	-67.1	30.0	1010.0
52087	DOLLY	2020	6	22	2020-06-22 12:00:00	38.4	-66.9	30.0	1009.0
52088	DOLLY	2020	6	22	2020-06-22 18:00:00	38.1	-66.2	30.0	1008.0
52089	DOLLY	2020	6	23	2020-06-23 00:00:00	38.5	-65.1	30.0	1007.0
52090	DOLLY	2020	6	23	2020-06-23 06:00:00	39.0	-63.9	35.0	1003.0
52091	DOLLY	2020	6	23	2020-06-23 12:00:00	39.4	-62.7	40.0	1000.0
52092	DOLLY	2020	6	23	2020-06-23 18:00:00	39.8	-61.6	40.0	1000.0
52093	DOLLY	2020	6	24	2020-06-24 00:00:00	40.2	-60.6	35.0	1002.0
52094	DOLLY	2020	6	24	2020-06-24 06:00:00	41.0	-59.6	30.0	1005.0
52095	DOLLY	2020	6	24	2020-06-24 12:00:00	42.0	-58.5	30.0	1007.0
52096	DOLLY	2020	6	24	2020-06-24 18:00:00	43.0	-57.1	25.0	1008.0
52097	DOLLY	2020	6	25	2020-06-25 00:00:00	44.1	-55.6	25.0	1009.0
