	Name	Year_	Month	Day	date_time	Latitude	Longitude	Maximum_sustained_wind_in_knots	Minimum_Pressure_in_millibars
52492	SALLY	2020	9	11	2020-09-11 18:00:00	25.4	-78.6	30.0	1007.0
52493	SALLY	2020	9	12	2020-09-12 00:00:00	25.6	-79.4	30.0	1004.0
52494	SALLY	2020	9	12	2020-09-12 06:00:00	25.6	-80.2	30.0	1003.0
52495	SALLY	2020	9	12	2020-09-12 12:00:00	25.5	-80.8	35.0	1003.0
52496	SALLY	2020	9	12	2020-09-12 18:00:00	25.6	-81.6	35.0	1003.0
52497	SALLY	2020	9	13	2020-09-13 00:00:00	26.0	-82.5	35.0	1003.0
52498	SALLY	2020	9	13	2020-09-13 06:00:00	26.7	-83.5	45.0	1001.0
52499	SALLY	2020	9	13	2020-09-13 12:00:00	27.2	-84.5	50.0	996.0
52500	SALLY	2020	9	13	2020-09-13 18:00:00	27.6	-85.4	50.0	996.0
52501	SALLY	2020	9	14	2020-09-14 00:00:00	27.9	-86.0	50.0	996.0
52502	SALLY	2020	9	14	2020-09-14 06:00:00	28.2	-86.5	55.0	996.0
52503	SALLY	2020	9	14	2020-09-14 12:00:00	28.4	-86.9	65.0	991.0
52504	SALLY	2020	9	14	2020-09-14 18:00:00	28.6	-87.3	75.0	986.0
52505	SALLY	2020	9	15	2020-09-15 00:00:00	28.7	-87.7	75.0	986.0
52506	SALLY	2020	9	15	2020-09-15 06:00:00	28.8	-88.0	70.0	984.0
52507	SALLY	2020	9	15	2020-09-15 12:00:00	29.0	-88.1	70.0	982.0
52508	SALLY	2020	9	15	2020-09-15 18:00:00	29.3	-88.1	70.0	981.0
52509	SALLY	2020	9	16	2020-09-16 00:00:00	29.6	-88.0	75.0	975.0
52510	SALLY	2020	9	16	2020-09-16 06:00:00	29.9	-87.9	95.0	967.0
52511	SALLY	2020	9	16	2020-09-16 09:45:00	30.3	-87.7	95.0	965.0
52512	SALLY	2020	9	16	2020-09-16 12:00:00	30.5	-87.6	85.0	967.0
52513	SALLY	2020	9	16	2020-09-16 18:00:00	31.1	-87.2	60.0	982.0
52514	SALLY	2020	9	17	2020-09-17 00:00:00	31.6	-86.7	35.0	994.0
52515	SALLY	2020	9	17	2020-09-17 06:00:00	32.1	-86.1	30.0	1000.0
52516	SALLY	2020	9	17	2020-09-17 12:00:00	32.6	-85.2	30.0	1003.0
52517	SALLY	2020	9	17	2020-09-17 18:00:00	33.2	-83.8	30.0	1004.0
52518	SALLY	2020	9	18	2020-09-18 00:00:00	33.7	-82.3	30.0	1004.0
52519	SALLY	2020	9	18	2020-09-18 06:00:00	34.1	-80.8	30.0	1005.0
