	Name	Year_	Month	Day	date_time	Latitude	Longitude	Maximum_sustained_wind_in_knots	Minimum_Pressure_in_millibars
52262	KYLE	2020	8	14	2020-08-14 12:00:00	36.6	-74.2	35.0	1008.0
52263	KYLE	2020	8	14	2020-08-14 18:00:00	37.4	-72.6	35.0	1007.0
52264	KYLE	2020	8	15	2020-08-15 00:00:00	38.0	-71.0	40.0	1005.0
52265	KYLE	2020	8	15	2020-08-15 06:00:00	38.4	-69.1	45.0	1003.0
52266	KYLE	2020	8	15	2020-08-15 12:00:00	38.8	-66.7	45.0	1000.0
52267	KYLE	2020	8	15	2020-08-15 18:00:00	39.3	-64.2	40.0	1001.0
52268	KYLE	2020	8	16	2020-08-16 00:00:00	39.7	-61.6	35.0	1003.0
