	Name	Year_	Month	Day	date_time	Latitude	Longitude	Maximum_sustained_wind_in_knots	Minimum_Pressure_in_millibars
52120	FAY	2020	7	5	2020-07-05 12:00:00	27.7	-88.8	20.0	1012.0
52121	FAY	2020	7	5	2020-07-05 18:00:00	28.1	-87.7	25.0	1010.0
52122	FAY	2020	7	6	2020-07-06 00:00:00	28.9	-86.2	30.0	1008.0
52123	FAY	2020	7	6	2020-07-06 06:00:00	29.9	-85.4	30.0	1008.0
52124	FAY	2020	7	6	2020-07-06 12:00:00	30.8	-85.0	20.0	1011.0
52125	FAY	2020	7	6	2020-07-06 18:00:00	31.5	-84.6	20.0	1013.0
52126	FAY	2020	7	7	2020-07-07 00:00:00	32.2	-84.2	20.0	1013.0
52127	FAY	2020	7	7	2020-07-07 06:00:00	32.8	-83.7	20.0	1014.0
52128	FAY	2020	7	7	2020-07-07 12:00:00	33.3	-83.2	20.0	1014.0
52129	FAY	2020	7	7	2020-07-07 18:00:00	33.3	-82.5	20.0	1014.0
52130	FAY	2020	7	8	2020-07-08 00:00:00	33.3	-81.6	20.0	1013.0
52131	FAY	2020	7	8	2020-07-08 06:00:00	33.3	-80.5	20.0	1012.0
52132	FAY	2020	7	8	2020-07-08 12:00:00	33.3	-79.2	20.0	1011.0
52133	FAY	2020	7	8	2020-07-08 18:00:00	33.7	-77.9	25.0	1010.0
52134	FAY	2020	7	9	2020-07-09 00:00:00	33.9	-77.1	25.0	1009.0
52135	FAY	2020	7	9	2020-07-09 06:00:00	34.1	-76.8	25.0	1008.0
52136	FAY	2020	7	9	2020-07-09 12:00:00	34.1	-76.8	30.0	1007.0
52137	FAY	2020	7	9	2020-07-09 18:00:00	35.4	-74.9	40.0	1006.0
52138	FAY	2020	7	10	2020-07-10 00:00:00	36.0	-74.8	40.0	1005.0
52139	FAY	2020	7	10	2020-07-10 06:00:00	36.8	-74.8	45.0	1004.0
52140	FAY	2020	7	10	2020-07-10 12:00:00	37.7	-74.7	50.0	998.0
52141	FAY	2020	7	10	2020-07-10 18:00:00	38.9	-74.4	50.0	998.0
52142	FAY	2020	7	10	2020-07-10 20:00:00	39.4	-74.4	45.0	999.0
52143	FAY	2020	7	11	2020-07-11 00:00:00	40.2	-74.3	35.0	1000.0
52144	FAY	2020	7	11	2020-07-11 06:00:00	41.5	-74.2	30.0	1001.0
52145	FAY	2020	7	11	2020-07-11 12:00:00	43.4	-74.0	25.0	1001.0
52146	FAY	2020	7	11	2020-07-11 18:00:00	45.4	-73.8	20.0	999.0
