	Name	Year_	Month	Day	date_time	Latitude	Longitude	Maximum_sustained_wind_in_knots	Minimum_Pressure_in_millibars
52170	HANNA	2020	7	23	2020-07-23 00:00:00	25.7	-88.3	25.0	1009.0
52171	HANNA	2020	7	23	2020-07-23 06:00:00	25.8	-89.0	25.0	1009.0
52172	HANNA	2020	7	23	2020-07-23 12:00:00	25.9	-89.7	30.0	1009.0
52173	HANNA	2020	7	23	2020-07-23 18:00:00	26.0	-90.4	30.0	1006.0
52174	HANNA	2020	7	24	2020-07-24 00:00:00	26.2	-91.1	35.0	1002.0
52175	HANNA	2020	7	24	2020-07-24 06:00:00	26.6	-92.0	40.0	1001.0
52176	HANNA	2020	7	24	2020-07-24 12:00:00	27.1	-92.8	45.0	1000.0
52177	HANNA	2020	7	24	2020-07-24 18:00:00	27.2	-93.7	50.0	997.0
52178	HANNA	2020	7	25	2020-07-25 00:00:00	27.1	-94.5	55.0	993.0
52179	HANNA	2020	7	25	2020-07-25 06:00:00	27.1	-95.3	60.0	988.0
52180	HANNA	2020	7	25	2020-07-25 12:00:00	27.1	-96.0	70.0	981.0
52181	HANNA	2020	7	25	2020-07-25 18:00:00	26.9	-96.8	80.0	973.0
52182	HANNA	2020	7	25	2020-07-25 22:00:00	26.8	-97.3	80.0	973.0
52183	HANNA	2020	7	25	2020-07-25 23:15:00	26.7	-97.5	80.0	974.0
52184	HANNA	2020	7	26	2020-07-26 00:00:00	26.7	-97.6	75.0	976.0
52185	HANNA	2020	7	26	2020-07-26 06:00:00	26.5	-98.5	55.0	987.0
52186	HANNA	2020	7	26	2020-07-26 12:00:00	26.2	-99.3	40.0	996.0
52187	HANNA	2020	7	26	2020-07-26 18:00:00	25.8	-100.3	30.0	1000.0
